StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,PQ1,PQ2,PQ3,PQ4,PQ5,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q18,Q14,Q16,Q17,Q52,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q23,Q24,Q25,Q26#1_1,Q26#1_2,Q26#1_3,Q26#1_4,Q26#1_5,Q26#1_6,Q26#1_7,Q27,Q28,Q29,Q30,Q31,Q32,Q33#1_1,Q33#2_1,Q34#1_1,Q34#2_1,Q35#1_1,Q35#2_1,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q38_1,Q39_1,Q40_1,Q54,Q54_1,Q54_2,Q54_3,Q53_1,Q55_1,Q56_1,Q56_2,Q56_4,Q56_10,Q56_6,Q56_12,Q56_8,Q56_11,Q56_13,Q53,id,RandomID
2022-10-11 17:21:02,2022-10-11 17:40:45,IP Address,148.88.245.166,100,1182,True,2022-10-11 17:40:45,R_DcNU0RqjSUewuhb,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,March,Female,172,The youngest of my siblings,UK,"South East, England (inc. London)",GCSE grade A-C,6,Average,A little above the average,35000,250,Strongly agree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,75,Nearly every day,Nearly every day,Nearly every day,Nearly every day,More than half the days,Not at all,More than half the days,6,5,5,4 days,7 days,5 days,7 days,7 days,7 days,3 days,37,193,349,2,51,iPhone,5,30,7,30,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,7,4,5,strongly agree,50,20,19,40,25,1,3,7,9,5,4,6,2,8,in imperial units alongside a metric equivalent?,25904,586698
2022-10-11 17:23:27,2022-10-11 17:41:43,IP Address,148.88.245.252,100,1095,True,2022-10-11 17:41:43,R_Dq1zKWcDiWXmsyl,,,,,54.1173,-2.4104,anonymous,EN,Yes,No,Yes,Yes,Yes,18,April,Female,162,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,6,Well below average,Average,26000,100,Disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,100,Nearly every day,Several days,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Several days,6.90,3.66,7.50,1 day,0 days,0 days,7 days,7 days,1 day,0 days,254,,,,,iPhone,9,0,3,45,,,...,...,...,...,Strongly agree,5,5,5,strongly agree,83,35,53,49,21,4,3,7,2,5,8,6,1,9,in imperial units alongside a metric equivalent?,25985,352183
2022-10-11 17:27:51,2022-10-11 17:43:33,IP Address,148.88.246.68,100,941,True,2022-10-11 17:43:33,R_3peXFsEOTBMrdDw,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,September,Female,158,The oldest of my siblings,Asia,,,20,Well above average,Well above average,5000,700,Strongly disagree,receive £100 for sure,lose £100 for sure,80,Several days,Several days,Several days,Several days,Several days,Several days,Several days,4.32,4.28,8.37,0 days,7 days,0 days,7 days,7 days,7 days,3 days,,300,300,,,iPhone,8,0,6,30,,,..,..,Strongly disagree,Strongly disagree,Strongly disagree,5,,8,strongly agree,70,30,40,50,15,5,1,6,7,8,2,4,3,9,In imperial units?,25942,273509
2022-10-11 17:21:00,2022-10-11 17:44:48,IP Address,148.88.245.21,100,1428,True,2022-10-11 17:44:49,R_USVeBCrmPvvPyrT,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,March,Female,175,The youngest of my siblings,UK,Wales,GCSE grade A-C,1,Average,A little below average,35000,275,Strongly agree,receive £100 for sure,lose £100 for sure,80,Nearly every day,Nearly every day,More than half the days,More than half the days,Nearly every day,Several days,Nearly every day,4.9,3.14,5.9,0 days,7 days,0 days,0 days,7 days,7 days,0 days,,25,39,,,Android,11,15,,,8,0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,5,1,6,strongly agree,30,40,50,46,15,7,1,6,5,9,4,2,3,8,in imperial units alongside a metric equivalent?,25970,717557
2022-10-11 17:19:55,2022-10-11 17:45:43,IP Address,148.88.245.193,100,1547,True,2022-10-11 17:45:43,R_3MDoJna5yPRDJwk,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,July,Female,164,The youngest of my siblings,Asia,,,6,A little below average,A little below average,35000,500,Strongly disagree,receive £100 for sure,lose £100 for sure,75,More than half the days,Nearly every day,Nearly every day,More than half the days,Nearly every day,Several days,More than half the days,5.29,4.71,7.05,0 days,7 days,2 days,0 days,5 days,5 days,1 day,,360,1050,2,175,iPhone,5,30,5,0,,,...,...,Strongly disagree,...,...,1,4,5,strongly agree,41,4,16,15,5,5,1,6,4,8,7,2,9,3,in imperial units alongside a metric equivalent?,25982,681498
2022-10-11 17:20:07,2022-10-11 17:47:09,IP Address,148.88.245.67,100,1621,True,2022-10-11 17:47:09,R_2WTjxOv5N6zaAjc,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,October,Female,161,The oldest of my siblings,Asia,,,10,A little below average,A little above the average,40000,350,Disagree,receive £100 for sure,lose £100 for sure,60,More than half the days,Several days,More than half the days,Several days,Not at all,Not at all,Several days,3.32s,"2.82s ","6.68s ",0 days,7 days,0 days,0 days,3 days,6 days,0 days,,215,300,,,iPhone,3,30,5,,,,...,...,...,...,...,3,0,5,strongly agree,70,40,50,55,45,4,1,5,6,7,8,3,2,9,in imperial units alongside a metric equivalent?,25979,791069
2022-10-11 17:28:03,2022-10-11 17:47:57,IP Address,148.88.245.70,100,1193,True,2022-10-11 17:47:57,R_33vyojqQfkoh9My,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,October,Female,160,The youngest of my siblings,UK,"North West, England",Other (not listed),5,Average,Average,30000,450,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,80,More than half the days,More than half the days,More than half the days,Several days,Not at all,Not at all,Not at all,7,4,8,0 days,7 days,4 days,7 days,7 days,6 days,0 days,,300,886,5,81,iPhone,8,0,4,15,,,...,...,...,..,...,8,7,9,strongly agree,55,30,15,35,7,7,3,6,5,8,1,4,2,9,In imperial units?,26003,306049
2022-10-11 12:19:13,2022-10-11 17:49:26,IP Address,148.88.245.0,100,19813,True,2022-10-11 17:49:27,R_2dMC3XgwFIv4b6o,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,May,Female,165,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,9,Average,Average,26500,270,Disagree,receive £100 for sure,lose £100 for sure,50,Several days,Several days,Several days,More than half the days,Not at all,Not at all,Not at all,5.13,3.14,7.10,1 day,7 days,2 days,5 days,7 days,2 days,0 days,178,375,437,10,26,iPhone,2,15,2,15,,,..,...,Strongly disagree,Strongly disagree,Strongly agree,3,4,3,strongly agree,25,3,20,15,2,1,3,4,6,5,7,8,2,9,in imperial units alongside a metric equivalent?,26056,717477
2022-10-11 17:28:04,2022-10-11 17:49:32,IP Address,148.88.245.251,100,1288,True,2022-10-11 17:49:32,R_2B9XjUqtTfl4go3,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,May,Female,165,The youngest of my siblings,UK,"South East, England (inc. London)",GCSE grade A-C,24,A little above the average,Well above average,37000,700,Disagree,receive £100 for sure,lose £100 for sure,92,Several days,Not at all,Several days,Several days,Not at all,Several days,Not at all,4,3,5,0 days,6 days,0 days,2 days,7 days,1 day,0 days,,923,876,,,iPhone,5,30,5,0,,,..,..,...,..,,6,7,8,strongly agree,45,43,27,37,7,7,1,4,8,3,2,5,6,9,In imperial units?,25856,239821
2022-10-11 17:28:09,2022-10-11 17:51:50,IP Address,148.88.245.98,100,1420,True,2022-10-11 17:51:50,R_3fNmHDddUGENOmB,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,October,Female,160,A middle child (I had older and younger siblings),UK,Wales,GCSE grade A-C,7,Well above average,Well above average,35000,250,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,85,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,3.8,3.2,6,0 days,7 days,0 days,7 days,7 days,3 days,0 days,,1126,891,,,iPhone,6,30,7,0,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,7,7,8,strongly disagreee,10,5,20,30,10,1,2,3,4,5,6,7,8,9,In imperial units?,25867,396643
2022-10-11 15:20:15,2022-10-11 17:52:15,IP Address,148.88.245.61,100,9119,True,2022-10-11 17:52:15,R_3IXD1JGTfrxBONs,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,January,Female,166,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,6,Average,Average,27000,220,Agree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,80,Several days,Not at all,Not at all,Several days,Not at all,Several days,Not at all,5.96,4.59,11.51,2 days,4 days,0 days,5 days,7 days,3 days,0 days,245,510,900,,,Android,4,15,,,4,15,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,7,8,2,strongly agree,20,5,15,30,5,4,1,5,6,7,3,8,9,2,In imperial units?,25911,628477
2022-10-11 17:50:47,2022-10-11 18:04:19,IP Address,148.88.245.185,100,811,True,2022-10-11 18:04:20,R_6L0uR5RepFpE0p3,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,April,Female,175,An only child,UK,"North West, England",GCSE grade A-C,9,Average,A little above the average,35000,300,Disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,65,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,5,4,5,5 days,7 days,2 days,7 days,2 days,5 days,0 days,147,1467,2029,7,10,iPhone,7,0,4,30,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,...,9,7,0,strongly agree,30,60,20,20,30,5,1,4,3,6,7,2,8,9,in imperial units alongside a metric equivalent?,25960,871563
2022-10-11 18:01:48,2022-10-11 18:13:36,IP Address,148.88.245.33,100,708,True,2022-10-11 18:13:36,R_3fHtTnczdg9xZt6,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,20,April,Prefer not to say,152,The oldest of my siblings,UK,"North West, England",A-Level Grade A* / A,7,Well above average,Average,40000,150,Disagree,receive £100 for sure,lose £100 for sure,70,Not at all,Not at all,Not at all,Not at all,Not at all,More than half the days,Not at all,5.12s,4.82s,5.53s,0 days,7 days,1 day,7 days,7 days,3 days,1 day,,445,775,122,335,Android,4,30,,,2,45,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,9,8,2,strongly agree,19,40,30,9,5,9,1,6,4,8,2,3,7,5,in imperial units alongside a metric equivalent?,26050,632206
2022-10-11 18:08:12,2022-10-11 18:23:19,IP Address,148.88.245.183,100,907,True,2022-10-11 18:23:19,R_2Y8HIvJcUTNy6Dy,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,December,Female,181,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,10,Average,A little above the average,35000,500,Strongly disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,lose £100 for sure,99,Several days,Not at all,Several days,Not at all,More than half the days,Not at all,Not at all,4.49,4.31,4.87,5 days,7 days,3 days,0 days,7 days,1 day,1 day,583,640,657,1,5,iPhone,7,0,6,15,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,7,1,3,strongly agree,40,9,20,25,2,7,1,8,2,9,4,5,6,3,in imperial units alongside a metric equivalent?,25991,234590
2022-10-11 18:16:25,2022-10-11 18:31:54,IP Address,5.66.56.23,100,929,True,2022-10-11 18:31:55,R_3PsOKkQVGmXYNiE,,,,,53.8743,-3.0233,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,January,Female,165,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,3,A little above the average,Average,30000,200,Strongly disagree,receive £100 for sure,lose £100 for sure,99,More than half the days,More than half the days,More than half the days,More than half the days,Several days,Nearly every day,Nearly every day,6,5,11,3 days,7 days,0 days,7 days,7 days,7 days,4 days,84,1789,1885,,,iPhone,10,0,9,0,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,7,,9,strongly agree,39,4,34,15,3,3,1,5,7,8,4,6,2,9,in imperial units alongside a metric equivalent?,26048,512966
2022-10-11 18:17:13,2022-10-11 18:46:28,IP Address,148.88.245.215,100,1754,True,2022-10-11 18:46:28,R_336Wu6IsDRwG4wb,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,April,Female,159,The youngest of my siblings,UK,"South East, England (inc. London)",GCSE grade A-C,8,Average,A little above the average,45000,150,Disagree,receive £100 for sure,lose £100 for sure,95,Several days,Nearly every day,More than half the days,More than half the days,More than half the days,Several days,Not at all,24.8,"17.19 ","18.16 ",2 days,7 days,0 days,7 days,7 days,0 days,0 days,314,871,344,,,iPhone,5,30,5,45,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,6,4,8,strongly agree,20,10,30,15,5,2,1,6,8,7,3,5,4,9,in imperial units alongside a metric equivalent?,25959,226600
2022-10-11 18:36:14,2022-10-11 18:53:21,IP Address,188.220.239.152,100,1027,True,2022-10-11 18:53:21,R_1Lu6G2LW2lZmHB9,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,21,June,Female,163,A middle child (I had older and younger siblings),UK,"North West, England",GCSE grade A-C,3,A little below average,Average,50000,150,Strongly disagree,receive £100 for sure,lose £100 for sure,70,Several days,Several days,Several days,Several days,Several days,More than half the days,More than half the days,9.4,6.5,11.4,7 days,7 days,1 day,7 days,7 days,0 days,0 days,150,191,282,21,72,iPhone,10,0,4,0,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,6,0,9,strongly agree,73,61,66,61,29,6,1,9,5,8,4,3,2,7,in imperial units alongside a metric equivalent?,25920,100316
2022-10-11 18:34:48,2022-10-11 19:27:01,IP Address,148.88.245.77,100,3133,True,2022-10-11 19:27:01,R_3nBJvPysi54wPoV,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,April,Female,158,The youngest of my siblings,UK,"South East, England (inc. London)",GCSE grade A-C,15,Average,Average,30000,650,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,75,Nearly every day,Nearly every day,Nearly every day,More than half the days,Not at all,Several days,Nearly every day,10,30,20,0 days,7 days,2 days,7 days,7 days,4 days,0 days,,666,409,0,0,iPhone,3,45,3,45,,,..,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,9,8,8,strongly agree,60,71,49,55,30,4,1,9,6,7,2,8,3,5,in imperial units alongside a metric equivalent?,25980,329588
2022-10-11 17:04:21,2022-10-11 21:33:40,IP Address,148.88.245.58,100,16159,True,2022-10-11 21:33:40,R_2dGDKeqzMKtVGzb,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,December,Female,163,An only child,Asia,,,4,Average,A little above the average,30000,400,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,85,Nearly every day,More than half the days,Prefer not to say,Nearly every day,Several days,More than half the days,Prefer not to say,6,4,8,0 days,7 days,0 days,7 days,5 days,5 days,2 days,,400,320,,,iPhone,3,0,5,30,,,..,...,...,...,Strongly agree,6,8,7,strongly agree,82,71,70,40,40,1,5,7,8,6,9,4,2,3,in imperial units alongside a metric equivalent?,25863,444806
2022-10-11 21:59:09,2022-10-11 22:21:28,IP Address,148.88.245.63,100,1338,True,2022-10-11 22:21:28,R_BRIWm8fcp8cejnj,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,December,Female,165,An only child,UK,"South East, England (inc. London)",GCSE grade A-C,16,Average,Average,27000,310,Strongly disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,93,Several days,Not at all,Several days,Not at all,Several days,Several days,Not at all,5,4,9,3 days,7 days,1 day,0 days,5 days,4 days,1 day,135,807,870,8,27,iPhone,3,30,3,0,,,Strongly disagree,..,..,Strongly disagree,Strongly agree,7,3,8,strongly agree,65,25,35,35,7,4,2,3,5,6,7,8,1,9,in imperial units alongside a metric equivalent?,26026,152280
2022-10-11 23:11:32,2022-10-11 23:47:30,IP Address,148.88.245.10,100,2158,True,2022-10-11 23:47:30,R_2AQEedtuekPWysI,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,March,Female,153,The oldest of my siblings,Asia,,,8,Average,A little below average,35000,450,Agree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,80,Several days,Not at all,Several days,Not at all,Not at all,Not at all,Several days,5s,5s,7s,0 days,7 days,1 day,0 days,0 days,7 days,0 days,,38,268,3,90,iPhone,3,0,2,45,,,...,...,...,...,...,4,3,6,strongly agree,72,20,21,21,8,8,1,7,5,9,2,6,3,4,In imperial units?,26057,451678
2022-10-11 17:19:32,2022-10-12 10:11:08,IP Address,148.88.245.114,100,60696,True,2022-10-12 10:11:09,R_1pLnlog4yzGrTrH,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,August,Female,163,The youngest of my siblings,UK,"South East, England (inc. London)",A-Level Grade A* / A,15,A little above the average,A little below average,30000,170,Agree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,70,Nearly every day,Nearly every day,Nearly every day,More than half the days,Nearly every day,More than half the days,More than half the days,6,5,7,1 day,6 days,2 days,7 days,7 days,7 days,0 days,19,243,268,0,2,iPhone,5,45,6,30,,,..,Strongly disagree,...,..,...,5,3,6,strongly agree,60,30,20,10,2,1,2,4,7,5,3,9,6,8,In imperial units?,25865,255066
2022-10-12 11:18:14,2022-10-12 11:41:02,IP Address,148.88.245.67,100,1367,True,2022-10-12 11:41:02,R_0UFwNxsmJ2fPpnP,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,30,March,Female,165,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,3,Average,Average,25000,350,Strongly disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,20,Several days,Several days,Several days,Several days,Not at all,Several days,Not at all,4.91,4.45,4.77,7 days,0 days,1 day,0 days,0 days,7 days,0 days,200,,,26,304,Android,6,0,,,5,45,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,0,1,8,strongly agree,61,9,32,20,4,1,5,9,3,7,2,8,4,6,in imperial units alongside a metric equivalent?,25953,252593
2022-10-12 10:43:55,2022-10-12 11:48:29,IP Address,18.170.99.19,100,3873,True,2022-10-12 11:48:30,R_2bIfTNDw9L4uQ5u,,,,,51.5164,-0.093,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,January,Female,170,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,6,Average,Average,30000,200,Agree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,85,More than half the days,Several days,More than half the days,Nearly every day,More than half the days,More than half the days,Several days,6,4,5,0 days,5 days,7 days,7 days,7 days,5 days,2 days,,807,982,2,45,iPhone,5,45,5,30,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,7,6,8,strongly agree,45,62,22,14,5,1,4,5,6,2,7,8,3,9,in imperial units alongside a metric equivalent?,25988,116354
2022-10-11 14:14:29,2022-10-12 11:54:48,IP Address,148.88.245.17,100,78018,True,2022-10-12 11:54:48,R_1N4wpoYD3YVLwTX,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,November,Female,180,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,6,Well below average,A little below average,13000,190,Disagree,receive £100 for sure,lose £100 for sure,95,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,8,7,10,4 days,7 days,7 days,7 days,7 days,7 days,7 days,118,416,145,20,4,iPhone,18,0,14,30,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,...,6,2,9,strongly agree,19,13,5,19,5,8,9,1,2,3,7,4,5,6,in imperial units alongside a metric equivalent?,25930,504723
2022-10-12 12:14:20,2022-10-12 12:35:14,IP Address,148.88.245.159,100,1253,True,2022-10-12 12:35:14,R_2RQDLRhd7eNXJpo,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,December,Female,168,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,12,Average,Average,30000,600,Disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,98,Nearly every day,Not at all,Several days,Several days,Several days,Not at all,Not at all,6,4,6,0 days,7 days,1 day,6 days,7 days,4 days,0 days,,223,263,0,0,iPhone,5,30,6,0,,,..,...,...,Strongly disagree,,5,4,7,strongly agree,15,12,43,41,6,4,2,7,9,1,3,6,8,5,in imperial units alongside a metric equivalent?,25880,492137
2022-10-12 12:19:39,2022-10-12 12:35:33,IP Address,148.88.245.149,100,954,True,2022-10-12 12:35:33,R_1kRDIoPbDvaZZaP,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,August,Male,174,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,8,Average,A little above the average,25000,160,Strongly disagree,receive £100 for sure,lose £100 for sure,80,Nearly every day,Several days,Several days,Several days,Several days,Several days,Several days,9,6,10,0 days,4 days,2 days,6 days,7 days,7 days,0 days,,440,1417,9,120,iPhone,5,15,3,15,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,7,1,9,strongly agree,40,30,70,40,30,4,1,3,7,5,6,2,9,8,In imperial units?,25998,730324
2022-10-12 12:20:51,2022-10-12 12:36:54,IP Address,148.88.245.120,100,962,True,2022-10-12 12:36:54,R_3PbLdfJ0JvPEnyS,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,June,Female,167,A middle child (I had older and younger siblings),UK,"North West, England",GCSE grade A-C,10,Average,Average,35000,400,Agree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,95,Nearly every day,More than half the days,More than half the days,Several days,Several days,More than half the days,More than half the days,6,7,9,0 days,7 days,0 days,7 days,7 days,5 days,0 days,,444,673,,,iPhone,4,30,3,45,,,...,...,...,...,...,6,5,7,strongly agree,62,26,28,19,6,,,,,,,,,,In imperial units?,26049,122787
2022-10-12 12:14:49,2022-10-12 12:37:11,IP Address,148.88.245.168,100,1341,True,2022-10-12 12:37:11,R_1mwTGZLsrB8ZDTS,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,July,Female,173,The youngest of my siblings,UK,Wales,GCSE grade A-C,4,A little above the average,Average,28000,500,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,80,More than half the days,Several days,Several days,Several days,Not at all,Several days,Not at all,7,7,7,0 days,7 days,0 days,0 days,7 days,4 days,0 days,,291,862,,,iPhone,5,30,4,30,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,6,7,1,strongly agree,25,25,20,40,5,5,2,6,7,8,1,3,9,4,in imperial units alongside a metric equivalent?,26071,102190
2022-10-12 12:32:38,2022-10-12 12:49:01,IP Address,148.88.245.236,100,982,True,2022-10-12 12:49:01,R_2CwbGTvwfi4XDF7,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,August,Female,168,A middle child (I had older and younger siblings),UK,"North West, England",GCSE grade A-C,3,Average,Average,9500,450,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,68,More than half the days,More than half the days,More than half the days,More than half the days,Nearly every day,Nearly every day,More than half the days,5,4,6,5 days,6 days,2 days,7 days,7 days,6 days,1 day,69,143,157,1,1,Android,10,0,,,6,15,...,...,...,...,...,3,4,6,strongly agree,71,40,68,37,45,4,7,5,6,8,2,3,9,1,in imperial units alongside a metric equivalent?,25968,429185
2022-10-12 12:33:13,2022-10-12 12:54:19,IP Address,148.88.245.14,100,1265,True,2022-10-12 12:54:19,R_cUeHv3wimR3i33X,,,,,54.0479,-2.7977,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,May,Female,162,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,5,Average,A little below average,30000,160,Disagree,receive £100 for sure,lose £100 for sure,94,More than half the days,Not at all,Nearly every day,Several days,Several days,Not at all,Not at all,5.4,4.6,7.92,0 days,7 days,0 days,6 days,7 days,7 days,0 days,,187,220,,,Android,6,15,,,2,0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,6,0,4,strongly agree,65,30,41,45,32,1,6,7,2,3,4,8,9,5,In imperial units?,25892,330443
2022-10-12 12:33:07,2022-10-12 12:54:27,IP Address,148.88.245.113,100,1280,True,2022-10-12 12:54:27,R_10BjpOrKJB52kT0,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,September,Female,168,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,14,Average,Average,34000,92,Disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,lose £100 for sure,75,Several days,Several days,Several days,Several days,Several days,Several days,Several days,7.06seconds,5.62seconds,9.25seconds,6 days,6 days,0 days,7 days,7 days,3 days,0 days,120,646,542,,,iPhone,5,30,4,45,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,4,7,8,strongly agree,60,20,40,25,15,3,4,5,6,7,1,9,2,8,In imperial units?,26019,919506
2022-10-12 12:33:39,2022-10-12 12:57:09,IP Address,148.88.245.91,100,1410,True,2022-10-12 12:57:10,R_11daz7YbS6FxF4u,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,August,Prefer not to say,181,The oldest of my siblings,UK,"North West, England",A-Level Grade B / C,8,Average,A little below average,27000,300,Agree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,85,Several days,Several days,Several days,Not at all,Not at all,Not at all,Several days,5.78,4.65,6.18,0 days,7 days,0 days,0 days,7 days,5 days,2 days,,173,747,,,iPhone,3,30,5,30,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,7,6,9,strongly agree,15,6,32,20,2,5,4,2,8,3,1,7,6,9,in imperial units alongside a metric equivalent?,25937,525206
